col0|col1|col2|col3
ovur, prakasam.|527.5269999999999|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
doultabag|769.356|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
arfbasankoppa|769.356|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
arkuzha|769.356|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ahesi, karnataka.|769.356|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
"beh""caranan"|769.356|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
haleddnivasa|17.874|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
nasagram|17.874|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
sherpur uparyar|17.874|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
haiqura kalan|17.874|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
avusaibthottam|17.874|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
bdmna|17.874|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
kanamarlapufi|1582.239|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
adu|1582.239|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
janiur|1582.239|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
amarpuua|1582.239|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
amarpxra|1582.239|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
hitna|1109.661|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
chetippuzha|1109.661|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
adikf bommanahalli|1109.661|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ahaqandi|1109.661|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
guda balouan|1109.661|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
bokaradd|1109.661|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
chinnauram|1480.554|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
amgonddpali|1480.554|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
klvidu|6734.35|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
kamlelinganahalli|68.408|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
jedimakalapalli (p)|135.184|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
hsakote.|169.676|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
uuneav|169.676|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
kzuvanahalli|142.142|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
badgi, belgau|142.142|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
veokatapura, lingasugur|151.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
villiappaly|151.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
barkauhpally|151.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
amarasimendsapuram.|151.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
qjur|151.0|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
singawaram|662.337|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
moinbhavi|662.337|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
sulanpura|662.337|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
abamur|662.337|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
lapaliy|662.337|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ajjanakatti, okak.|662.337|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
bhavadevarapalni|914.405|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
hikhiind|914.405|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
holagxnda.|2643.715|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
goneganla|3273.757|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
gundamqatta|129.152|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
hotipet|839.93|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ghattdkamadenahalli|867.172|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
aravtagi|867.172|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
alattchira|867.172|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
aangnhchi wadi|867.172|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
marapu|867.172|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
amarapuu|237.711|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
aklapur|237.711|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
bgholi|237.711|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
anampalle|842.5149999999999|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
karadanaalli|842.5149999999999|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
rentachintala (villagh)|4217.064|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
evalapurb|421.17|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
gangcraju madugula|421.17|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
poraganahalli|37.148|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
agrahara valgerehalli|37.148|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
timmapur, sindhanr|446.42|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
kothapaly, nizamabad|713.963|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
chiruvanahall|125.984|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
arikkadamuku|125.984|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
lakhbpadar|125.984|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
khafal|125.984|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ulldurthy|927.402|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
kalavapmula|1042.65|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
fatana(dt. porbanar)|1042.65|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
"vija|nagar."|1042.65|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
byragnahalli|94.905|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
sangaderj.|94.905|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
sasthali|94.905|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
gundaralahblli|59.76|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
nanluru|472.23|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
uhsar|472.23|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
gaodepalli|1700.4599999999998|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
akho kalan|1700.4599999999998|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
akkunjk|1700.4599999999998|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ghanpur, (wanaparth district)|1620.285|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
arekuratti.|1620.285|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
kathwada (manhrol)|1620.285|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
bharal, ipdia|1620.285|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
akar|1620.285|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
belchj|1620.285|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
ariopur|1620.285|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
hanwao|153.23|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
xjlam.|1255.422|heinrichstafel: the imperial coronation of st. henry ii and the handover of the realm sword|2019-09-01
